# mapping_set_id: https://github.com/Pinellia7ternata/TCM-Symptom-Ontology/mappings/TCM-SO-HPO.sssom.tsv
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_provider: https://github.com/Pinellia7ternata/TCM-Symptom-Ontology
# mapping_date: 2026-09-17
# creator_id: https://github.com/Pinellia7ternata
# mapping_tool: manual expert curation after lexical/semantic pre-screening
# object_source: The Human Phenotype Ontology (release 2021)
# comment_type
# comment: Subject classes are TCM Symptom Ontology (TCM-SO, release v4.10) symptom classes; predicate and object identify the cross-terminology alignment.
# curie_map:
#   TCM-SO: http://OntoTCM.org.cn/ontologies/tcm_v38/f#
#   HP: http://purl.obolibrary.org/obo/HP_
#   SNOMEDCT: http://snomed.info/id/
#   ICD11: https://icd.who.int/browse11/l-m/en#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	curation_status
TCM-SO:sx_下唇肿胀	Lower-lip swelling	skos:closeMatch	HP:0010741		semapv:ManualMappingCuration	
TCM-SO:sx_壮热	Malignant hyperthermia	skos:closeMatch	HP:0002047		semapv:ManualMappingCuration	under_review
TCM-SO:sx_神志狂乱	manic confusion	skos:closeMatch	HP:0001289		semapv:ManualMappingCuration	
TCM-SO:sx_尿闭	urinary retention	skos:exactMatch	HP:0000016		semapv:ManualMappingCuration	
TCM-SO:sx_口臭	Halitosis	skos:exactMatch	HP:0100812		semapv:ManualMappingCuration	
TCM-SO:sx_唇燥裂	dry and cracked lips	skos:closeMatch	HP:0031250		semapv:ManualMappingCuration	
TCM-SO:sx_唇燥裂	dry and cracked lips	skos:closeMatch	HP:0410030		semapv:ManualMappingCuration	
TCM-SO:sx_呕吐酸水	vomiting of sour fluid	skos:closeMatch	HP:0002248		semapv:ManualMappingCuration	
TCM-SO:sx_甲向内嵌	ingrown nail	skos:exactMatch	HP:0012710		semapv:ManualMappingCuration	
TCM-SO:sx_手掌角化	palmar keratinization	skos:closeMatch	HP:0010610		semapv:ManualMappingCuration	
TCM-SO:sx_手掌角化	palmar keratinization	skos:closeMatch	HP:0010765		semapv:ManualMappingCuration	
TCM-SO:sx_手掌角化	palmar keratinization	skos:closeMatch	HP:0007556		semapv:ManualMappingCuration	
TCM-SO:sx_眉毛脱落	loss of eyebrows	skos:closeMatch	HP:0002223		semapv:ManualMappingCuration	
TCM-SO:sx_颈项歪斜	wry neck	skos:exactMatch	HP:0000473		semapv:ManualMappingCuration	
TCM-SO:sx_足跟痛	Foot pain	skos:closeMatch	HP:0025238		semapv:ManualMappingCuration	
TCM-SO:sx_咳如犬吠	barking cough	skos:exactMatch	HP:0033121		semapv:ManualMappingCuration	
TCM-SO:sx_腰脊痛	lumbosacral pain	skos:closeMatch	HP:0009747		semapv:ManualMappingCuration	
TCM-SO:sx_腰脊痛	lumbosacral pain	skos:closeMatch	HP:0200133		semapv:ManualMappingCuration	
TCM-SO:sx_肛门皮肤糜烂	eroded anal skin	skos:closeMatch	HP:0200041		semapv:ManualMappingCuration	
TCM-SO:sx_鼻柱溃陷	collapsed nasal columella	skos:closeMatch	HP:0009765		semapv:ManualMappingCuration	
TCM-SO:sx_鼻柱溃陷	collapsed nasal columella	skos:closeMatch	HP:0010761		semapv:ManualMappingCuration	
TCM-SO:sx_肿块推之可移动	mobile mass	skos:exactMatch	HP:0025759		semapv:ManualMappingCuration	
TCM-SO:sx_肿块推之可移动	mobile mass	skos:closeMatch	HP:0025760		semapv:ManualMappingCuration	
TCM-SO:sx_痔核出血	bleeding hemorrhoidal nodule	skos:closeMatch	HP:0040184		semapv:ManualMappingCuration	
TCM-SO:sx_神水浑浊	turbid aqueous humor	skos:closeMatch	HP:0430031		semapv:ManualMappingCuration	
TCM-SO:sx_胎动不安	Prenatal movement abnormality	skos:exactMatch	HP:0001557		semapv:ManualMappingCuration	
TCM-SO:sx_视物模糊	blurred vision	skos:exactMatch	HP:0000622		semapv:ManualMappingCuration	
TCM-SO:sx_视物模糊	blurred vision	skos:closeMatch	HP:0001125		semapv:ManualMappingCuration	
TCM-SO:sx_耳聋	Severe hearing impairment	skos:exactMatch	HP:0012714		semapv:ManualMappingCuration	
TCM-SO:sx_寒热往来	Temperature instability	skos:exactMatch	HP:0005968		semapv:ManualMappingCuration	
TCM-SO:sx_胸痛	Chest pain	skos:exactMatch	HP:0100749		semapv:ManualMappingCuration	
TCM-SO:sx_左下腹包块	left lower abdominal mass	skos:closeMatch	HP:0031500		semapv:ManualMappingCuration	
TCM-SO:sx_潮热	Hot flashes	skos:exactMatch	HP:0031217		semapv:ManualMappingCuration	
TCM-SO:sx_妊娠腹痛	abdominal pain during pregnancy	skos:closeMatch	HP:0002027		semapv:ManualMappingCuration	under_review
TCM-SO:sx_妊娠腹痛	abdominal pain during pregnancy	skos:closeMatch	HP:0033400		semapv:ManualMappingCuration	
TCM-SO:sx_骨折四肢畸形	limb deformity from fracture	skos:closeMatch	HP:0040064		semapv:ManualMappingCuration	
TCM-SO:sx_皮疹色褐	Brown rash	skos:closeMatch	HP:0000988		semapv:ManualMappingCuration	
TCM-SO:sx_功能失调性月经紊乱	dysfunctional menstrual irregularity	skos:closeMatch	HP:0000858		semapv:ManualMappingCuration	
TCM-SO:sx_恶心	Nausea	skos:exactMatch	HP:0002018		semapv:ManualMappingCuration	
TCM-SO:sx_目珠痛	Eyeball pain	skos:closeMatch	HP:0200026		semapv:ManualMappingCuration	
TCM-SO:sx_梦中啮齿	teeth grinding during sleep	skos:closeMatch	HP:0003763		semapv:ManualMappingCuration	
TCM-SO:sx_夜寐不安	restless sleep	skos:exactMatch	HP:0025199		semapv:ManualMappingCuration	
TCM-SO:sx_颈粗	thick neck	skos:exactMatch	HP:0000475		semapv:ManualMappingCuration	
TCM-SO:sx_晶珠混浊	cloudy lens (cataract)	skos:exactMatch	HP:0000518		semapv:ManualMappingCuration	
TCM-SO:sx_晶珠混浊	cloudy lens (cataract)	skos:closeMatch	HP:0100018		semapv:ManualMappingCuration	
TCM-SO:sx_过早绝经	premature menopause	skos:exactMatch	HP:0008209		semapv:ManualMappingCuration	
TCM-SO:sx_前囟宽大	wide anterior fontanelle	skos:exactMatch	HP:0000260		semapv:ManualMappingCuration	
TCM-SO:sx_前囟宽大	wide anterior fontanelle	skos:closeMatch	HP:6001069		semapv:ManualMappingCuration	
TCM-SO:sx_前囟宽大	wide anterior fontanelle	skos:closeMatch	HP:0004474		semapv:ManualMappingCuration	
TCM-SO:sx_鼻不闻香臭	Anosmia	skos:exactMatch	HP:0000458		semapv:ManualMappingCuration	
TCM-SO:sx_头昏	dizziness	skos:exactMatch	HP:0002321		semapv:ManualMappingCuration	
TCM-SO:sx_舌老	Rough (aged) tongue	skos:closeMatch	HP:0012473		semapv:ManualMappingCuration	
TCM-SO:sx_白睛溢血	bleeding on the white of the eye (subconjunctival hemorrhage)	skos:closeMatch	HP:0011885		semapv:ManualMappingCuration	
TCM-SO:sx_阴茎湿疹	penile eczema	skos:closeMatch	HP:0000964		semapv:ManualMappingCuration	
TCM-SO:sx_阴茎湿疹	penile eczema	skos:closeMatch	HP:6000087		semapv:ManualMappingCuration	
TCM-SO:sx_赘皮肿胀	Skin tag/redundant skin swelling	skos:closeMatch	HP:0001582		semapv:ManualMappingCuration	
TCM-SO:sx_唇焦干	parched lips	skos:closeMatch	HP:0000205		semapv:ManualMappingCuration	
TCM-SO:sx_恶风	Chills	skos:exactMatch	HP:0025143		semapv:ManualMappingCuration	under_review
TCM-SO:sx_红斑对称分布	symmetrically distributed erythema	skos:closeMatch	HP:6000857		semapv:ManualMappingCuration	under_review
TCM-SO:sx_咽部滤泡增生	Pharynx follicles hyperplasia	skos:closeMatch	HP:0002729		semapv:ManualMappingCuration	
TCM-SO:sx_倒睫拳毛	Trichiasis	skos:exactMatch	HP:0001128		semapv:ManualMappingCuration	
TCM-SO:sx_肛周皮下可触及条索状物	palpable cord-like mass under perianal skin	skos:closeMatch	HP:0011131		semapv:ManualMappingCuration	
TCM-SO:sx_舌破裂出血	Cracked and bleeding tongue	skos:closeMatch	HP:0040184		semapv:ManualMappingCuration	
TCM-SO:sx_胞睑色红	red eyelid	skos:exactMatch	HP:0040323		semapv:ManualMappingCuration	
TCM-SO:sx_胞睑色红	red eyelid	skos:closeMatch	HP:0010608		semapv:ManualMappingCuration	
TCM-SO:sx_臀部皮肤潮红	flushed buttock skin	skos:closeMatch	HP:0034805		semapv:ManualMappingCuration	
TCM-SO:sx_水疱色白	White blister (vesicle)	skos:closeMatch	HP:0008066		semapv:ManualMappingCuration	
TCM-SO:sx_鱼际脉络青	Bluish thenar-eminence vessels and collaterals	skos:closeMatch	HP:0001245		semapv:ManualMappingCuration	
TCM-SO:sx_肛门周围皮肤见瘘口	fistula opening in perianal skin	skos:closeMatch	HP:0010447		semapv:ManualMappingCuration	
TCM-SO:sx_肛门周围皮肤见瘘口	fistula opening in perianal skin	skos:closeMatch	HP:0011131		semapv:ManualMappingCuration	
TCM-SO:sx_神疲	mental fatigue	skos:exactMatch	HP:0033630		semapv:ManualMappingCuration	
TCM-SO:sx_神疲	mental fatigue	skos:closeMatch	HP:0033236		semapv:ManualMappingCuration	
TCM-SO:sx_全身无力	generalized weakness	skos:closeMatch	HP:0025406		semapv:ManualMappingCuration	
TCM-SO:sx_全身无力	generalized weakness	skos:closeMatch	HP:0009028		semapv:ManualMappingCuration	
TCM-SO:sx_全身无力	generalized weakness	skos:closeMatch	HP:0003324		semapv:ManualMappingCuration	
TCM-SO:sx_舌痛	Tongue pain	skos:exactMatch	HP:0030811		semapv:ManualMappingCuration	
TCM-SO:sx_健忘	Progressive forgetfulness	skos:exactMatch	HP:0007017		semapv:ManualMappingCuration	
TCM-SO:sx_脐部瘘管	umbilical fistula	skos:closeMatch	HP:0010770		semapv:ManualMappingCuration	
TCM-SO:sx_头重	Abnormality of the head	skos:closeMatch	HP:0000234		semapv:ManualMappingCuration	
TCM-SO:sx_睑板色赤	Red tarsal-plate	skos:closeMatch	HP:0025553		semapv:ManualMappingCuration	
TCM-SO:sx_目闭不开	inability to open the eyes	skos:closeMatch	HP:0002540		semapv:ManualMappingCuration	
TCM-SO:sx_疼痛	Pain	skos:exactMatch	HP:0003326		semapv:ManualMappingCuration	
TCM-SO:sx_疼痛	Pain	skos:exactMatch	HP:0012531		semapv:ManualMappingCuration	
TCM-SO:sx_麻木不仁	numbness (loss of sensation)	skos:exactMatch	HP:0033748		semapv:ManualMappingCuration	
TCM-SO:sx_麻木不仁	numbness (loss of sensation)	skos:closeMatch	HP:0030213		semapv:ManualMappingCuration	
TCM-SO:sx_牙龈溃烂	Abnormality of the gingiva	skos:closeMatch	HP:0000168		semapv:ManualMappingCuration	
TCM-SO:sx_颈项活动受限	restricted neck movement	skos:exactMatch	HP:0005986		semapv:ManualMappingCuration	
TCM-SO:sx_颈项活动受限	restricted neck movement	skos:closeMatch	HP:0005997		semapv:ManualMappingCuration	
TCM-SO:sx_颈项活动受限	restricted neck movement	skos:closeMatch	HP:0006596		semapv:ManualMappingCuration	
TCM-SO:sx_乏力	Malaise	skos:exactMatch	HP:0033834		semapv:ManualMappingCuration	
TCM-SO:sx_妊娠呕吐	Hyperemesis gravidarum	skos:exactMatch	HP:0012188		semapv:ManualMappingCuration	
TCM-SO:sx_产后便秘	Constipation	skos:exactMatch	HP:0002019		semapv:ManualMappingCuration	
TCM-SO:sx_不欲饮食	poor appetite	skos:exactMatch	HP:0004396		semapv:ManualMappingCuration	
TCM-SO:sx_食后呕吐	vomiting after meals	skos:closeMatch	HP:0025089		semapv:ManualMappingCuration	
TCM-SO:sx_足麻	foot numbness	skos:closeMatch	HP:0033748		semapv:ManualMappingCuration	
TCM-SO:sx_苔花剥	Geographic (patchy peeled) tongue coating	skos:closeMatch	HP:0025252		semapv:ManualMappingCuration	
TCM-SO:sx_睾丸表面光滑	smooth testicular surface	skos:closeMatch	HP:0010298		semapv:ManualMappingCuration	
TCM-SO:sx_声音高亢	high-pitched voice	skos:closeMatch	HP:0001620		semapv:ManualMappingCuration	
TCM-SO:sx_声音高亢	high-pitched voice	skos:closeMatch	HP:0025430		semapv:ManualMappingCuration	under_review
TCM-SO:sx_小儿言语迟缓	delayed speech in children	skos:closeMatch	HP:0000750		semapv:ManualMappingCuration	
TCM-SO:sx_小儿言语迟缓	delayed speech in children	skos:closeMatch	HP:5200038		semapv:ManualMappingCuration	
TCM-SO:sx_鼻痒	Abnormality of the nose	skos:exactMatch	HP:0000366		semapv:ManualMappingCuration	
TCM-SO:sx_水疱饱满	tense full blisters	skos:closeMatch	HP:0008066		semapv:ManualMappingCuration	
TCM-SO:sx_目痛	Ocular pain	skos:exactMatch	HP:0200026		semapv:ManualMappingCuration	
TCM-SO:sx_眼睑肿核	swollen nodule of the eyelid (chalazion)	skos:closeMatch	HP:0010604		semapv:ManualMappingCuration	
TCM-SO:sx_呕吐	Vomiting	skos:exactMatch	HP:0002013		semapv:ManualMappingCuration	
TCM-SO:sx_水疱大小不一	blisters of varying sizes	skos:closeMatch	HP:0008066		semapv:ManualMappingCuration	
TCM-SO:sx_体毛干枯	Brittle hair	skos:exactMatch	HP:0002299		semapv:ManualMappingCuration	
TCM-SO:sx_喜食异物	pica (craving for foreign objects)	skos:exactMatch	HP:0011856		semapv:ManualMappingCuration	
TCM-SO:sx_背痛	Back pain	skos:exactMatch	HP:0003418		semapv:ManualMappingCuration	
TCM-SO:sx_口唇青紫	bluish-purple lips	skos:closeMatch	HP:0034030		semapv:ManualMappingCuration	
TCM-SO:sx_吞咽不利	difficulty swallowing	skos:exactMatch	HP:0002015		semapv:ManualMappingCuration	
TCM-SO:sx_皮肤于燥	Skin dryness	skos:closeMatch	HP:0031088		semapv:ManualMappingCuration	
TCM-SO:sx_皮肤于燥	Skin dryness	skos:closeMatch	HP:0033521		semapv:ManualMappingCuration	
TCM-SO:sx_皮肤紫斑	Skin purpura	skos:closeMatch	HP:0000979		semapv:ManualMappingCuration	
TCM-SO:sx_流热泪	hot tearing	skos:closeMatch	HP:0009926		semapv:ManualMappingCuration	
TCM-SO:sx_流热泪	hot tearing	skos:closeMatch	HP:0033705		semapv:ManualMappingCuration	
TCM-SO:sx_失音	Loss of voice	skos:exactMatch	HP:0001686		semapv:ManualMappingCuration	
TCM-SO:sx_呼吸急促	Tachypnea	skos:exactMatch	HP:0002789		semapv:ManualMappingCuration	
TCM-SO:sx_囟门早闭	premature closure of fontanelle	skos:closeMatch	HP:0005494		semapv:ManualMappingCuration	
TCM-SO:sx_囟门早闭	premature closure of fontanelle	skos:exactMatch	HP:0005458		semapv:ManualMappingCuration	
TCM-SO:sx_囟门早闭	premature closure of fontanelle	skos:closeMatch	HP:0000270		semapv:ManualMappingCuration	
TCM-SO:sx_口干	Xerostomia	skos:exactMatch	HP:0000217		semapv:ManualMappingCuration	
TCM-SO:sx_闭经溢乳	amenorrhea with galactorrhea	skos:exactMatch	HP:0000788		semapv:ManualMappingCuration	
TCM-SO:sx_眼干燥	Retinal degeneration	skos:exactMatch	HP:0000546		semapv:ManualMappingCuration	
TCM-SO:sx_晶珠全脱	complete lens dislocation	skos:closeMatch	HP:0012019		semapv:ManualMappingCuration	
TCM-SO:sx_晶珠全脱	complete lens dislocation	skos:closeMatch	HP:0001083		semapv:ManualMappingCuration	
TCM-SO:sx_睛珠颤转	trembling rotating eyeball (nystagmus)	skos:closeMatch	HP:0000528		semapv:ManualMappingCuration	
TCM-SO:sx_口腻	greasy (sticky) taste in mouth	skos:closeMatch	HP:0031249		semapv:ManualMappingCuration	
TCM-SO:sx_周身酸软	generalized soreness and weakness	skos:closeMatch	HP:0003324		semapv:ManualMappingCuration	
TCM-SO:sx_肢体血肿	limb hematoma	skos:closeMatch	HP:0012233		semapv:ManualMappingCuration	
TCM-SO:sx_人中色白	White philtrum	skos:closeMatch	HP:0000289		semapv:ManualMappingCuration	
TCM-SO:sx_水疱混浊	turbid blisters	skos:closeMatch	HP:0008066		semapv:ManualMappingCuration	
TCM-SO:sx_肠鸣音弱	weak bowel sounds	skos:closeMatch	HP:0030144		semapv:ManualMappingCuration	
TCM-SO:sx_肠鸣音弱	weak bowel sounds	skos:closeMatch	HP:0030143		semapv:ManualMappingCuration	
TCM-SO:sx_肠鸣音弱	weak bowel sounds	skos:closeMatch	HP:6000633		semapv:ManualMappingCuration	
TCM-SO:sx_关节冷	Joint coldness	skos:closeMatch	HP:0033850		semapv:ManualMappingCuration	
TCM-SO:sx_肢体发绀	limb cyanosis	skos:closeMatch	HP:0000961		semapv:ManualMappingCuration	
TCM-SO:sx_肢体发绀	limb cyanosis	skos:closeMatch	HP:0034030		semapv:ManualMappingCuration	
TCM-SO:sx_经行吐衄	vomiting of blood and nosebleed during menstruation	skos:closeMatch	HP:0002248		semapv:ManualMappingCuration	
TCM-SO:sx_全头痛	generalized headache	skos:closeMatch	HP:0002315		semapv:ManualMappingCuration	
TCM-SO:sx_胁痛	Costochondral pain	skos:closeMatch	HP:0006649		semapv:ManualMappingCuration	
TCM-SO:sx_呃逆	hiccup	skos:closeMatch	HP:0100247		semapv:ManualMappingCuration	under_review
TCM-SO:sx_牙龈高肿	Gum raised swelling	skos:closeMatch	HP:0001785		semapv:ManualMappingCuration	
TCM-SO:sx_手软下垂	wrist drop (flaccid hand)	skos:exactMatch	HP:0031189		semapv:ManualMappingCuration	
TCM-SO:sx_睾丸部肿块	testicular mass	skos:exactMatch	HP:0032404		semapv:ManualMappingCuration	
TCM-SO:sx_瞳神散大	Mydriasis	skos:exactMatch	HP:0011499		semapv:ManualMappingCuration	
TCM-SO:sx_绊舌	Tongue-tie (ankyloglossia)	skos:exactMatch	HP:0010296		semapv:ManualMappingCuration	
TCM-SO:sx_妊娠眩晕	Vertigo	skos:exactMatch	HP:0002321		semapv:ManualMappingCuration	
TCM-SO:sx_难产	Shoulder dystocia	skos:exactMatch	HP:0011413		semapv:ManualMappingCuration	
TCM-SO:sx_前囟凹陷	sunken anterior fontanelle	skos:closeMatch	HP:0000237		semapv:ManualMappingCuration	
TCM-SO:sx_前囟凹陷	sunken anterior fontanelle	skos:closeMatch	HP:6000084		semapv:ManualMappingCuration	
TCM-SO:sx_前囟凹陷	sunken anterior fontanelle	skos:closeMatch	HP:6001069		semapv:ManualMappingCuration	
TCM-SO:sx_纳呆	Poor appetite	skos:exactMatch	HP:0004396		semapv:ManualMappingCuration	
TCM-SO:sx_神情呆滞	dull expression	skos:closeMatch	HP:0000338		semapv:ManualMappingCuration	
TCM-SO:sx_身热不扬	unremitting low-grade fever (heat not effusing)	skos:closeMatch	HP:0011134		semapv:ManualMappingCuration	
TCM-SO:sx_大便秘结	Constipation	skos:exactMatch	HP:0002019		semapv:ManualMappingCuration	
TCM-SO:sx_下肢颤抖	trembling of lower limbs	skos:closeMatch	HP:0002522		semapv:ManualMappingCuration	
TCM-SO:sx_腹中包块推之可移	mobile abdominal mass	skos:closeMatch	HP:0031500		semapv:ManualMappingCuration	
TCM-SO:sx_腹中包块推之可移	mobile abdominal mass	skos:closeMatch	HP:6001311		semapv:ManualMappingCuration	
TCM-SO:sx_视定反动	seeing stationary objects as moving	skos:closeMatch	HP:0030511		semapv:ManualMappingCuration	
TCM-SO:sx_头晕	Vertigo	skos:exactMatch	HP:0002321		semapv:ManualMappingCuration	
TCM-SO:sx_鼻头明润	moist lustrous nasal tip	skos:closeMatch	HP:0000455		semapv:ManualMappingCuration	
TCM-SO:sx_鼻头明润	moist lustrous nasal tip	skos:closeMatch	HP:0011832		semapv:ManualMappingCuration	
TCM-SO:sx_无脉	absent pulse	skos:closeMatch	HP:0032554		semapv:ManualMappingCuration	
TCM-SO:sx_无脉	absent pulse	skos:closeMatch	HP:0031271		semapv:ManualMappingCuration	
TCM-SO:sx_鼻衄	nosebleed	skos:exactMatch	HP:0000421		semapv:ManualMappingCuration	
TCM-SO:sx_鼻衄	nosebleed	skos:closeMatch	HP:0004406		semapv:ManualMappingCuration	
TCM-SO:sx_颈部臖核疼痛	painful neck nodules	skos:closeMatch	HP:0030833		semapv:ManualMappingCuration	under_review
TCM-SO:sx_眼突	exophthalmos	skos:exactMatch	HP:0000520		semapv:ManualMappingCuration	
TCM-SO:sx_肢体赓弱	limb weakness	skos:closeMatch	HP:0003484		semapv:ManualMappingCuration	
TCM-SO:sx_肢体赓弱	limb weakness	skos:closeMatch	HP:0025406		semapv:ManualMappingCuration	
TCM-SO:sx_肢体赓弱	limb weakness	skos:closeMatch	HP:0003690		semapv:ManualMappingCuration	
TCM-SO:sx_头发灰暗	dull gray hair	skos:closeMatch	HP:0002218		semapv:ManualMappingCuration	
TCM-SO:sx_颈痛	Neck pain	skos:exactMatch	HP:0030833		semapv:ManualMappingCuration	
TCM-SO:sx_脉代	Intermittent (replacement) pulse	skos:closeMatch	HP:0031796		semapv:ManualMappingCuration	
TCM-SO:sx_黑便	Head titubation	skos:exactMatch	HP:0002599		semapv:ManualMappingCuration	
TCM-SO:sx_尿黄	yellow urine	skos:closeMatch	HP:0040321		semapv:ManualMappingCuration	
TCM-SO:sx_右下腹包块	right lower abdominal mass	skos:closeMatch	HP:0031500		semapv:ManualMappingCuration	
TCM-SO:sx_带下如豆渣状	bean-curd-dreg-like vaginal discharge	skos:closeMatch	HP:0034269		semapv:ManualMappingCuration	
TCM-SO:sx_麻木	Fatigable weakness	skos:exactMatch	HP:0003473		semapv:ManualMappingCuration	
TCM-SO:sx_目光呆滞	dull stare	skos:closeMatch	HP:0025282		semapv:ManualMappingCuration	
TCM-SO:sx_舌胖大	Enlarged (puffy) tongue	skos:closeMatch	HP:0000158		semapv:ManualMappingCuration	
TCM-SO:sx_关节红肿	Red joint swelling	skos:closeMatch	HP:0001386		semapv:ManualMappingCuration	
TCM-SO:sx_关节红肿	Red joint swelling	skos:closeMatch	HP:0005833		semapv:ManualMappingCuration	
TCM-SO:sx_牙齿松动	Abnormality of the dentition	skos:exactMatch	HP:0000164		semapv:ManualMappingCuration	
TCM-SO:sx_趾间湿烂	Interdigital-space-(toe) wet erosion	skos:closeMatch	HP:0100888		semapv:ManualMappingCuration	
TCM-SO:sx_身热不甚	mild fever	skos:exactMatch	HP:0011134		semapv:ManualMappingCuration	
TCM-SO:sx_口气臭	foul breath	skos:closeMatch	HP:0100812		semapv:ManualMappingCuration	
TCM-SO:sx_舌红	Abnormal tongue physiology	skos:exactMatch	HP:0030810		semapv:ManualMappingCuration	
TCM-SO:sx_晶珠半脱	partial lens dislocation (subluxation)	skos:closeMatch	HP:0001083		semapv:ManualMappingCuration	
TCM-SO:sx_晶珠半脱	partial lens dislocation (subluxation)	skos:closeMatch	HP:0030043		semapv:ManualMappingCuration	
TCM-SO:sx_晶珠半脱	partial lens dislocation (subluxation)	skos:closeMatch	HP:0004269		semapv:ManualMappingCuration	
TCM-SO:sx_臂痛	Upper limb pain	skos:exactMatch	HP:0012513		semapv:ManualMappingCuration	
TCM-SO:sx_悬雍下垂	uvula ptosis	skos:closeMatch	HP:0010292		semapv:ManualMappingCuration	
TCM-SO:sx_悬雍下垂	uvula ptosis	skos:closeMatch	HP:0010811		semapv:ManualMappingCuration	
TCM-SO:sx_鼻息	nasal flaring sound	skos:closeMatch	HP:0030863		semapv:ManualMappingCuration	
TCM-SO:sx_鼻息	nasal flaring sound	skos:closeMatch	HP:6000078		semapv:ManualMappingCuration	
TCM-SO:sx_鼻息	nasal flaring sound	skos:closeMatch	HP:0100582		semapv:ManualMappingCuration	
TCM-SO:sx_阴囊疼痛	scrotal pain	skos:exactMatch	HP:0030155		semapv:ManualMappingCuration	
TCM-SO:sx_手足瘛纵	spasmodic movement of hands and feet	skos:closeMatch	HP:0200113		semapv:ManualMappingCuration	
TCM-SO:sx_喉中痰鸣	Stridor	skos:closeMatch	HP:0010307		semapv:ManualMappingCuration	
TCM-SO:sx_复视	Diplopia	skos:exactMatch	HP:0000651		semapv:ManualMappingCuration	
TCM-SO:sx_口苦	Abnormality of taste sensation	skos:closeMatch	HP:0000223		semapv:ManualMappingCuration	
TCM-SO:sx_皮疹脱屑	scaling rash	skos:closeMatch	HP:0000988		semapv:ManualMappingCuration	
TCM-SO:sx_腹部凹陷	scaphoid abdomen	skos:exactMatch	HP:0025063		semapv:ManualMappingCuration	
TCM-SO:sx_皮肤鳞屑	Skin scale	skos:closeMatch	HP:0040189		semapv:ManualMappingCuration	
TCM-SO:sx_皮肤鳞屑	Skin scale	skos:closeMatch	HP:0040190		semapv:ManualMappingCuration	
TCM-SO:sx_指甲色灰	Gray nail	skos:closeMatch	HP:0001821		semapv:ManualMappingCuration	
TCM-SO:sx_嗳气	Recurrent singultus	skos:exactMatch	HP:0100247		semapv:ManualMappingCuration	
TCM-SO:sx_腹中包块柔软	soft abdominal mass	skos:closeMatch	HP:0031500		semapv:ManualMappingCuration	
TCM-SO:sx_腹中包块柔软	soft abdominal mass	skos:closeMatch	HP:6001311		semapv:ManualMappingCuration	
TCM-SO:sx_腹中包块柔软	soft abdominal mass	skos:closeMatch	HP:6001312		semapv:ManualMappingCuration	
TCM-SO:sx_肿瘤表面与皮肤粘连	tumor surface adhering to the skin	skos:closeMatch	HP:0008069		semapv:ManualMappingCuration	
TCM-SO:sx_口腔黏膜鲜红	Bright red oral mucosa	skos:closeMatch	HP:0034418		semapv:ManualMappingCuration	
TCM-SO:sx_带下量多	profuse vaginal discharge	skos:closeMatch	HP:0034269		semapv:ManualMappingCuration	
TCM-SO:sx_口撮	pursed lips	skos:exactMatch	HP:0000205		semapv:ManualMappingCuration	
TCM-SO:sx_口撮	pursed lips	skos:closeMatch	HP:0100788		semapv:ManualMappingCuration	
TCM-SO:sx_髋部生痈	hip abscess	skos:closeMatch	HP:0025615		semapv:ManualMappingCuration	
TCM-SO:sx_眼睑痛	Eyelid pain	skos:exactMatch	HP:0034808		semapv:ManualMappingCuration	
TCM-SO:sx_眼睑痛	Eyelid pain	skos:closeMatch	HP:0200026		semapv:ManualMappingCuration	
TCM-SO:sx_下肢冷	coldness of lower limbs	skos:closeMatch	HP:0033850		semapv:ManualMappingCuration	
TCM-SO:sx_鼻准红赤	red nasal tip	skos:closeMatch	HP:0000455		semapv:ManualMappingCuration	
TCM-SO:sx_鼻准红赤	red nasal tip	skos:closeMatch	HP:0000437		semapv:ManualMappingCuration	
TCM-SO:sx_皮肤见白色细纹	white fine lines on the skin	skos:closeMatch	HP:0040190		semapv:ManualMappingCuration	
TCM-SO:sx_指甲色白	White nail	skos:closeMatch	HP:0001799		semapv:ManualMappingCuration	
TCM-SO:sx_小便急迫	urgent urination	skos:closeMatch	HP:0000012		semapv:ManualMappingCuration	
TCM-SO:sx_鱼际脉络黑	Black thenar-eminence vessels and collaterals	skos:closeMatch	HP:0001245		semapv:ManualMappingCuration	
TCM-SO:sx_绞痛	Angina pectoris	skos:exactMatch	HP:0001681		semapv:ManualMappingCuration	
TCM-SO:sx_皮肤麻木	Skin numbness	skos:closeMatch	HP:0033748		semapv:ManualMappingCuration	
TCM-SO:sx_脐流脓水	pus discharge from umbilicus	skos:closeMatch	HP:6001416		semapv:ManualMappingCuration	
TCM-SO:sx_肉芽色淡	pale granulation tissue	skos:closeMatch	HP:6000956		semapv:ManualMappingCuration	
TCM-SO:sx_嬉笑无常	inappropriate laughing	skos:closeMatch	HP:0000748		semapv:ManualMappingCuration	
TCM-SO:sx_睡中流涎	drooling during sleep	skos:closeMatch	HP:5200283		semapv:ManualMappingCuration	
TCM-SO:sx_手麻	hand numbness	skos:closeMatch	HP:0033748		semapv:ManualMappingCuration	
TCM-SO:sx_气喘息粗	Dyspnea	skos:exactMatch	HP:0002094		semapv:ManualMappingCuration	
TCM-SO:sx_月经间期阴道流血	intermenstrual vaginal bleeding	skos:closeMatch	HP:0100608		semapv:ManualMappingCuration	
